City,cityID,clusterID,Country,modeCar,modePT,modeBike,modeWalk,gasPrice,rdDeath,subLen,subLenD,subStPHK,subRidPC,subAge,BRTLen,BRTLenD,BRTStPHK,BRTFlPHK,BRTRidPC,BRTAge,bsSt,bsStPHK,bsBikes,bsBikPHK,bsAge,congest,AMPeak,PMPeak,TI,TTI,inefInd,pop,land,popDen,poCh9000,poCh0010,poCh1020,poCh2025,ur15,urCh1525,GDPPCP,unemploy,costLiv,rent,grocery,restaPri,locPurPo,gini,poverty,lifeExp,safety,internet,digital,innovat,smartphon,CO2EmsPC,polluI,stLenT,stLenD,stLenAvg,intersT,intersD,k_avg,stPerNode,circuity,loopP,highwayP
Kabul,1,3,Afghanistan,17.7,49.6,0,32.7,0.65,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3650000,259,14100,631001,1088568,1083559,990357,26.7,4.7,617.9,38,,,,,,0.29,27.6,60.5,,12.3,,,,0.693183411,104.2,4374731.818,4185927860,122.6720828,20705,956.8421641,5.23096638,2.688828584,1.043663017,0.000778165,0
Algiers,2,2,Algeria,12.8,28.7,,55.8,0.37,23.8,13.5,0.030681818,0.380952381,4.353741497,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3675000,440,8300,458131,573311,756928,368897,70.7,4.9,4827.7,10,34.98,10.09,34.96,26.43,39.57,0.37,,75.6,52.52,37.3,0.37,28,,3.51478009,74.18,,,,,,,,,,
Oran,3,2,Algeria,,,,,0.37,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1015000,163,6200,59272,69838,144774,105265,70.7,4.9,4827.7,,,,,,,0.37,,75.6,,37.3,0.37,,,3.51478009,,1358143.815,6104866158,88.64011324,9253,4495.007149,5.749213757,3.120827838,1.04461664,0.000635257,0.017992039
Luanda,4,3,Angola,,,,,0.76,26.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,6955000,984,7100,1023451,2198754,2765042,1368858,44.1,7.2,6769,25,147.99,144.32,131.28,112.84,25.09,0.62,18.7,52.4,34.99,29.5,0.11,21,,1.384496389,,7758223.419,6203789736,100.0828636,46581,799.6405105,5.728078742,2.97388024,1.026106538,0.000528206,0
Huambo,5,3,Angola,,,,,0.76,26.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,590000,130,4600,251285,460941,627198,330972,44.1,7.2,3582.6,,,,,,,,18.7,52.4,,29.5,0.11,,,1.384496389,,524358.9636,424936578.9,198.6208195,1574,810.3925143,5.581714286,3.023428571,1.055167333,0.00020475,0
Buenos Aires,6,12,Argentina,46.3,44.7,,,1.24,13.6,53.9,0.020104439,0.595238095,16.94677871,104,56.3,0.020999627,0.679271709,,20.77731092,7,32,0.224089636,750,5.25210084,8,,,,188.18,44.58,171.84,14280000,2681,5300,1333706,1522931,1506351,647976,91.8,1.2,35906,5.6,56.92,16.25,46.08,56.56,61.06,0.51,12.6,76.5,38.63,79.4,0.53,45,48,4.46229798,62.7,11655349.5,11206312173,104.2965629,61630,961.4737144,5.078990076,3.497378441,1.009881771,0.000632908,0.015566114
Cordoba,7,1,Argentina,29.8,40.3,,,1.36,13.6,0,0,0,0,0,5.3,0.014600551,0.564263323,,10.90909091,4,0,0,0,0,0,,,,,,,1595000,363,4400,147393,184685,243350,116147,91.8,1.2,10154,,53.08,11.75,42.87,47.05,68.39,0.51,12.6,76.3,,79.4,0.53,34,48,4.46229798,,,,,,,,,,,
Yerevan,8,2,Armenia,,,,,0.84,18.3,13.4,0.035638298,0.754716981,11.9245283,36,0,0,0,0,0,0,0,0,0,0,0,,,,101.73,29.88,83.3,1325000,376,3500,-63223,1713,76199,49226,62.7,-0.1,3932.6,17.3,34.39,11.23,26.49,31.38,36.22,0.31,32.2,74.8,69.52,69.6,0.3,,,1.837058919,62.36,3832115.267,3952091412,170.6423506,12887,1031.308073,5.079606122,2.668703286,1.095672499,0.001424701,0
Sydney,9,13,Australia,69,11,3,18,1,5.4,0,0,0,0,0,49,0.024054983,1.425061425,,1.769041769,15,0,0,0,0,0,39,67,68,186.96,42.91,215.59,4070000,2037,1900,446006,400800,774916,392480,89.4,1.2,42824,4.9,85.98,64.89,76.93,74.81,116.89,,,81,59.13,86.9,0.74,53,77,9.4,28.23,20580066.76,2298266042,151.0097867,80525,111.6743725,4.969972417,2.668499013,1.082042424,0.003491959,0.012771507
Melbourne,10,10,Australia,80,14,2,4,1.11,5.4,0,0,0,0,0,0,0,0,0,0,0,50,1.264222503,600,15.17067004,2,33,55,58,143.12,35.57,138.17,3955000,2543,1500,316060,462816,715525,350883,89.4,1.2,39358,5.5,79.04,44.3,72.93,76.07,139.62,,,82,60.23,86.9,0.74,50,77,10.2,26.77,8636838.53,8653670487,107.5035914,48571,1001.948856,4.948412698,2.876304876,1.036985249,0.001625523,0.014488999
Vienna,11,11,Austria,31,36,5,28,1.54,0.7,78.5,0.173289183,5.85915493,247.7746479,41,0,0,0,0,0,0,121,6.816901409,1500,84.50704225,2,31,46,54,64,25.72,36.9,1775000,453,3900,10121,158421,143854,91224,66,1.2,56277,7,68.34,31.68,60.4,70.14,104.16,0.29,6,79.5,77.6,80.6,0.75,53,,14.2,18.5,4621739.295,5460499358,134.9688782,20118,1181.481475,4.65640592,2.897293869,1.053107417,0.002233845,0.02945859
Baku,12,2,Azerbaijan,,,,,0.73,10,36.7,0.03256433,0.917431193,79.08256881,50,0,0,0,0,0,0,0,0,0,0,0,,,,157.64,39.73,124.09,2725000,1127,2400,72525,255866,592851,244106,54.6,3.2,5861.5,5.4,30.33,11.43,24.65,33.7,33.75,0.38,,72.7,69.97,61,0.24,32,,3.785068836,86.69,2180614.501,6837953556,104.5707812,11987,3135.792022,4.687620829,2.608917992,1.056327231,0.001223958,0.009292948
Dhaka,13,4,Bangladesh,,,,,1.06,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,317.46,62.33,371.95,16235000,368,44100,3664250,4644700,5134639,2842057,34.3,7.3,972.88,23,36.95,6.91,30.9,26.38,39.02,0.31,49.8,62.8,29.39,31.9,0.18,31,,0.438735966,95.9,5518574.722,4756500754,113.8860169,28373,861.907466,5.120013027,2.630407643,1.072213882,0.000604287,0
Chittagong,14,3,Bangladesh,,,,,1.06,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3250000,111,29200,1285651,1760705,1893991,1068765,34.3,7.3,972.88,,,,,,,0.29,21.3,71.8,,31.9,0.18,29,,0.438735966,,2585586.017,2205203248,148.3666734,9959,852.8833436,4.891469534,2.496702509,1.102850679,0.001231022,0
Minsk,15,2,Belarus,20,63,1,13,0.65,13.7,37.3,0.08735363,1.464646465,160.8585859,33,0,0,0,0,0,0,0,0,0,0,0,,,,111.86,27.88,82.56,1980000,427,4600,82832,146618,135342,48640,76.7,3.3,6221.4,0.2,33.64,12.95,26.97,37.66,39.02,0.23,4.2,72.3,78.5,54.2,0.49,29,,6.736650116,42.93,2820511.522,3159627784,217.2297845,7708,1120.232185,4.973473027,2.902920196,1.060451543,0.002689256,0.016603119
Brussels,16,13,Belgium,44,28,3,25,1.75,2.3,39.9,0.049688667,2.802850356,63.37292162,41,0,0,0,0,0,0,346,16.43705463,4115,195.4869359,9,38,71,77,113.42,31.75,93.12,2105000,803,2600,104634,148406,156243,76392,97.9,0.3,66971,12.1,78.04,34.02,66.8,86.83,102.59,0.28,26.3,79.8,44.7,82.2,0.74,45,,9.5,67.32,5358238.462,6679793995,128.510336,25267,1246.639925,4.790326465,2.866593278,1.052298978,0.006075404,0.023461032
Antwerp,17,13,Belgium,41,16,23,20,1.73,4.4,0,0,0,0,0,0,0,0,0,0,0,144,14.18719212,1800,177.3399015,7,30,51,62,,,,1015000,635,1600,28907,33583,62587,44167,97.9,0.3,60248,6.1,80,27.52,70.62,89.67,97.48,0.28,,81.1,58.09,82.2,0.74,40,,15.1,65.5,2800268.058,5493353624,141.2137195,12013,1961.724203,4.746740075,2.874239351,1.061346709,0.005677309,0.03159854
Cotonou,18,3,Benin,,,,,0.96,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1205000,207,5800,138764,239477,410017,224735,44,4.7,837.3,,,,,,,0.47,31.4,60,,11.5,0.12,,,0.561654398,,3406164.615,2706136688,108.5768581,18499,794.4820624,5.695861585,2.936684592,1.016636648,0.0000657,0
La Paz,19,2,Bolivia,,,,,0.54,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1935000,272,7100,327812,288197,465231,277969,68.5,3.7,2457.6,7.6,,,,,,0.57,29,70.7,,41.9,0.38,26,,1.894511704,,6063754.534,4999032749,90.02946467,40328,824.4121231,5.917675211,3.099765312,1.052668325,0.000427693,0
Santa Cruz,20,2,Bolivia,,,,,0.54,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2190000,596,3700,437473,599428,594677,290874,68.5,3.7,2457.6,,,,,,,0.51,29,70.7,,41.9,0.38,,,1.894511704,,,,,,,,,,,
Sao Paulo,21,7,Brazil,27.6,39,0.6,,1.22,11.8,77.4,0.028592538,0.325163795,63.86799321,43,45,0.016623569,1.053142441,19.2477554,46.5032759,38,241,1.169619025,600,2.911914584,6,30,42,53,204.02,46.41,217.63,20605000,2707,7600,2323364,2550162,2593696,931681,85.7,2.1,25650,16.1,54.65,21.48,41.66,48.34,43.55,0.55,28.09,73.15,27.25,54.2,0.5,44,41,2.465870235,88.29,,,,,,,,,,
Rio de Janeiro,22,7,Brazil,17.69,45.36,2.42,29.36,1.43,16.7,58,0.028712871,0.347016504,19.31443081,38,168,0.083168317,2.031316124,3.233178163,79.54126111,7,60,0.507829031,300,2.539145155,7,47,63,81,265.74,57.96,287.11,11815000,2020,5800,1207772,1064486,1153241,600812,85.7,2.1,23176,5.5,55.68,24.14,40.01,48.26,43.07,0.58,23.85,75,22.48,54.2,0.5,42,41,2.465870235,74.57,13444414.48,5036597298,110.41824,71554,374.6237744,5.166194346,2.852132468,1.050029006,0.001541384,0.015178093
Belo Horizonte,23,8,Brazil,32.6,28.1,0.4,34.8,1.33,22.5,28.1,0.025827206,0.416666667,14.12280702,31,39.3,0.036121324,1.820175439,67.23684211,68.90618421,43,40,0.877192983,400,8.771929825,4,27,42,59,226.83,50.36,239.31,4560000,1088,4200,1111260,747494,810432,339642,85.7,2.1,20134,,47.76,13.39,38.16,35.03,44.19,0.57,,75,31.09,54.2,0.5,37,41,2.465870235,54.57,7053055.765,10416037079,110.6188169,37597,1476.811956,5.473719971,3.096627032,1.047105393,0.002074726,0.008805306
Salvador,24,1,Brazil,22.9,44.23,,32.26,1.34,16.7,11.9,0.034,0.247678019,0,3,8.2,0.023428571,0.743034056,,30.95975232,,23,0.712074303,,,5,40,63,70,,,,3230000,350,9200,637345,978512,978696,291554,85.7,2.1,10070,,,,,,,0.57,,75,,54.2,0.5,34,41,2.465870235,,3774008.336,2786892501,111.2521987,19967,738.4436525,4.860878126,2.663988974,1.090146878,0.004196303,0.009518928
Brasilia,25,8,Brazil,32.3675,37.2125,2.79,25.92,1.31,20.9,42.4,0.063001486,0.928433269,21.17988395,16,91.1,0.135364042,3.713733075,5.377176015,8.239845261,7,0,0,0,0,0,20,35,50,138.73,30.31,160.93,2585000,673,3800,882855,955036,953032,279081,85.7,2.1,35689,6,53.31,16.64,40.52,45.91,54.77,0.67,,75,34.6,54.2,0.5,35,41,2.465870235,34.66,,,,,,,,,,
Recife,26,7,Brazil,29.44,44.35,,23.43,1.3,23.4,39.5,0.095410628,0.82962963,32.65185185,32,51.15,0.123550725,0.503703704,40.91851852,62.33413333,36,0,0,0,0,0,37,60,65,259.1,53.6,444.44,3375000,414,8100,540211,454486,525212,245248,85.7,2.1,10359,,49.87,13.66,41.13,36.03,41.14,0.57,,75,22.6,54.2,0.5,35,41,2.465870235,,3741851.677,8346713569,97.18337991,22835,2230.637206,5.239495174,2.865330364,1.045125863,0.000750964,0.003925615
Sofia,27,2,Bulgaria,51,32,3,14,1.36,7.2,40,0.193236715,2.651515152,124.469697,19,0,0,0,0,0,0,0,0,0,0,0,29,58,66,103.87,29.67,113.2,1320000,207,6400,-62476,46996,18630,18453,73.9,3.1,15732,12.2,38.74,10.95,31.91,31.35,58.89,0.45,,74.5,53.89,53.1,0.53,39,,5.445648555,60.32,3276667.177,3512327174,140.208266,13682,1071.920639,5.173117349,2.892296278,1.069789505,0.000669296,0.007036777
Ouagadougou,28,3,Burkina Faso,14,8,10,42,1.13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2825000,466,6100,383367,990380,1750528,1133221,29.9,7.8,663.9,,,,,,,0.48,25.2,59.9,,9.7,0.08,,14,0.17900836,,6312986.527,5101512398,102.4951947,36742,808.0980968,6.135919875,3.116621984,1.022190413,0.000123659,0
Abidjan,29,3,Ivory Coast,,,,,1.12,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,4820000,376,12800,925784,1123584,1744878,1074627,54.2,6.3,1552.8,13,,,,,,0.42,35.9,53.3,,22,0.13,,,0.415669842,,4559948.577,1545901368,138.8154457,19056,339.017281,5.548965335,2.884671148,1.057061387,0.001235154,0.01375225
Phnom Penh,30,2,Cambodia,,,1.9,22.1,1.02,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1860000,220,8400,533703,360172,449085,232006,20.7,2.9,1079.1,,49.22,20.87,52.47,24.86,21.35,0.37,6.4,68.7,43.36,31.8,0.17,26,,0.369653238,78.39,3571659.432,2877839536,148.0541963,13837,805.7429862,5.363953488,2.808023256,1.046336036,0.000650336,0
Douala,31,3,Cameroon,2,10,,60,1.19,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3060000,205,15000,549774,857783,1059752,575251,54.4,5.2,1495.4,,,,,,,0.46,12.2,57.3,,17.7,0.16,21,,0.306750488,,,,,,,,,,,
Yaounde,32,3,Cameroon,,,,,1.19,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3205000,231,13900,573985,969008,1100097,577300,54.4,5.2,1495.4,,,,,,,0.44,12.2,57.3,,17.7,0.16,,,0.306750488,,2454761.473,1942897948,150.2853847,9150,791.4813593,4.911928992,2.500879945,1.088127198,0.000685422,0
Toronto,33,9,Canada,64.5,23.3,1.2,4.6,1.11,3.6,68.3,0.029864451,1.053435115,49.57251908,63,0,0,0,0,0,0,80,1.221374046,1000,15.26717557,7,30,50,62,200.52,44.64,249.7,6550000,2287,2900,800185,877685,813323,383911,81.8,1.8,45771,6.6,69.35,40.27,64.39,68.02,119.47,0.4,20.6,82.2,64.86,94.7,0.78,54,67,14.8,42.8,8714157.367,6720643027,158.1861271,32620,771.2326899,5.256985824,2.977933774,1.112606004,0.01070338,0.03053102
Montreal,34,9,Canada,66.4,22.2,1.7,5.3,1.15,4.4,69.2,0.044760673,1.904761905,100.1960784,51,0,0,0,0,0,0,447,12.5210084,5120,143.4173669,9,29,48,59,172.87,41.62,188.6,3570000,1546,2200,317625,336790,538654,281574,81.8,1.8,38867,8.1,68.92,25.16,70.11,64.64,108.8,0.44,,82.2,63.82,94.7,0.78,51,67,13,33.79,10213016.6,7994068710,143.0654965,42033,782.7333515,5.266777667,3.127117327,1.103852727,0.019372624,0.032502052
Vancouver,35,9,Canada,65.9,19.7,1.8,6.3,1.27,6.3,68.6,0.059652174,2.034632035,50.95238095,32,27,0.023478261,0.606060606,,12.98701299,,150,6.493506494,1500,64.93506494,2,39,54,72,183.46,41.78,173.12,2310000,1150,1900,400046,276428,347795,181349,81.8,1.8,44337,6.7,70.72,46.51,73.64,66.26,98.54,0.45,8.1,81,62.2,94.7,0.78,50,67,13.4,25.97,1657226.516,8637443427,125.5664885,7406,5211.987224,6.031539424,3.315269086,1.021405338,0.00186753,0.004562082
Calgary,36,10,Canada,71.3,15.9,1.2,4.9,0.89,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,39,147.55,37.37,164.53,1215000,704,1600,214510,238330,228733,108605,81.8,1.8,69826,4.8,75.24,35.75,73.52,73.05,124.19,0.44,,82.2,67.93,94.7,0.78,43,67,13.8,27.72,7457764.964,5664893732,149.4512127,28862,759.5967102,4.741784318,2.951526729,1.156604012,0.015220566,0.028747735
Edmonton,37,10,Canada,76.7,11.3,1.1,4.1,0.92,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,36,142.44,34.93,164.19,1060000,855,1100,93762,196454,204387,102318,81.8,1.8,62832,4.8,73.47,29.96,71.58,70.73,115.6,0.44,,82.2,59.84,94.7,0.78,42,67,44.1,27.38,,,,,,,,,,
Ottawa,38,8,Canada,63.8,20,2.2,6.3,1.03,3.6,0,0,0,0,0,58.89,0.117310757,5.643564356,92.67326733,65.34653465,35,0,0,0,0,0,28,44,63,157.84,39.22,162.14,1010000,502,1900,160678,112082,196636,106409,81.8,1.8,44149,6.5,67.49,30.4,60.5,75.14,122.06,0.44,,82.2,79.04,94.7,0.78,42,67,12.5,16.73,,,,,,,,,,
N'Djamena,39,3,Chad,,,,,1.08,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1270000,166,7700,226461,334165,484772,347935,22.5,2.2,859.6,,,,,,,,20.9,53.1,,3.3,0.1,,,0.046305478,,,,,,,,,,,
Santiago,40,12,Chile,27,33,3,37,1.3,12.4,103,0.104674797,1.723862729,106.5602554,42,91.85,0.093343496,2.027134876,,16.31923384,12,53,0.845969673,,,5,43,73,88,130.66,37.44,115.31,6265000,984,6400,659177,683448,789888,340447,89.5,1.4,28929,5.7,51.97,18.6,45.15,47.76,61.37,0.56,12.4,80.5,52.84,66.7,0.58,41,65,3.4,77.68,,,,,,,,,,
Valparaiso,41,1,Chile,,,,,1.36,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,880000,161,5500,70643,70532,129695,70269,89.5,1.4,15019.6,7,,,,,,0.52,12.4,80.5,,66.7,0.58,33,65,2.2,,452479.1405,5874133709,164.2392525,1576,12982.10941,5.397089397,2.826403326,1.095118454,0.023112481,0
Concepcion,42,8,Chile,20,24,32,21,1.36,12.4,0,0,0,0,0,17.85,0.168396226,5.644171779,,50.06134969,13,0,0,0,0,0,,,,,,,815000,106,7700,97108,109341,133814,63647,89.5,1.4,15019.6,7.6,43.78,11.79,37.85,27.85,82.59,0.52,12.4,80.5,,66.7,0.58,,65,3.2,,961229.8719,2427746606,94.73044958,5850,2525.66704,4.814845136,2.770227862,1.075775646,0.006517796,0.025904348
Shanghai,43,5,China,20,33,20,27,1.16,3.8,588,0.151351351,1.604584527,135.243553,24,0,0,0,0,0,0,596,2.627286753,19165,84.48313864,2,41,76,77,189.35,45.32,196.95,22685000,3885,5800,6135953,5595078,6566460,2283379,55.6,9.8,16524,4.3,55.12,36.62,58.32,39.67,79.45,0.44,2.43,81.74,69.81,50.1,0.43,49,58,14.4,86.8,31570838.99,982555292.3,384.8506594,45871,31.12224203,4.947042462,3.044335249,1.044218781,0.001019513,0.045842146
Beijing,44,5,China,21,26,32,21,1.17,4.4,554,0.140716281,1.638057872,159.3918588,46,74.5,0.018923038,0.377636096,0.917116233,4.48749387,14,508,2.491417362,16000,78.46983816,6,46,72,84,242.69,52.35,231.63,20390000,3937,5200,3374649,4837168,5781222,1851981,55.6,9.8,17139,1.37,51.02,39.97,49.01,38.69,70.53,0.22,0.84,81,63.6,50.1,0.43,49,58,11.6,95.03,6930199.432,7118911750,213.4733684,19130,1027.230431,4.524466276,3.077649726,1.044086992,0.002317521,0.030967595
Guangzhou,45,5,China,21,32,9,38,1.19,18.8,240,0.062827225,0.767590618,127.9317697,20,22.9,0.005994764,0.138592751,5.271855011,13.59275053,8,50,0.26652452,4840,25.79957356,2,44,58,85,,,,18760000,3820,4900,4257955,3155471,3681568,1307067,55.6,9.8,22218,2.2,44.46,22.07,45.95,26.19,74.91,0.41,1.59,78.095,61.17,50.1,0.43,43,58,7.550916485,92.44,44563520.24,2507192998,284.3312442,91239,56.26110739,4.493700165,2.949911614,1.080827646,0.001506547,0.060688095
Shenzhen,46,5,China,19.3,16.7,6.2,50,1.19,18.8,230,0.131578947,1.217320261,91.66666667,13,0,0,0,0,0,0,16,0.130718954,350,2.859477124,8,44,62,84,,,,12240000,1748,7000,5675414,3672079,3998630,1323514,55.6,9.8,26071,2.6,53.63,33.47,58.26,35.59,83.53,0.49,0.15,76.795,64.18,50.1,0.43,44,58,7.550916485,81.76,12722589.39,2733554785,237.2555085,31306,214.8583674,4.533975506,2.952222375,1.084999946,0.001990992,0.049656965
Chongqing,47,5,China,20.6,32.6,,46.3,1.18,18.8,201.6,0.207621009,1.612903226,84.67741935,12,11.5,0.01184346,0.120967742,0.134408602,0.483870968,10,0,0,0,0,0,52,90,94,,,,7440000,971,7700,4313087,2296495,2746449,1148410,55.6,9.8,10516,3.4,,,,,,0.32,,76.1,,50.1,0.43,38,58,3,,3489966.372,3163884512,350.8209059,5859,906.5659019,4.119620715,2.914077316,1.117245823,0.001487252,0.050712298
Wuhan,48,6,China,,,,,1.16,18.8,128.7,0.097426192,1.338582677,74.54068241,13,0,0,0,0,0,0,718,9.422572179,90000,1181.102362,9,35,54,67,,,,7620000,1321,5800,3220264,2266272,2737255,1086068,55.6,9.8,17015,3.52,,,,,,0.37,,76.1,,50.1,0.43,37,58,7.550916485,89.81,4501492.285,4123643113,256.115856,10326,916.061353,4.583051992,2.9791526,1.061556586,0.001694291,0.025208273
Tianjin,49,5,China,27.8,42,13.85,14.27,1.16,18.8,137,0.068261086,0.772646536,22.73534636,33,0,0,0,0,0,0,0,0,0,0,0,41,59,64,,,,11260000,2007,5600,2111591,1865734,2380484,1018518,55.6,9.8,17506,3.6,,,,,,0.32,,76.1,,50.1,0.43,39,58,9.7,87.7,4536586.473,4608222247,309.3267744,8402,1015.790678,4.420465312,3.107063901,1.046199953,0.001047869,0.028188764
Dongguan,50,6,China,40,60,,,1.16,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,49,66,,,,8260000,1619,5100,3078328,3528563,1623869,828293,55.6,9.8,12076,2.17,,,,,,0.32,,76.1,,50.1,0.43,38,58,7.550916485,,,,,,,,,,,
Chengdu,51,5,China,11,15,,,1.16,18.8,108.2,0.064251781,0.814606742,31.74157303,7,28.8,0.017102138,0.262172285,2.808988764,4.68164794,5,156,1.460674157,1500,14.04494382,8,47,74,79,,,,10680000,1684,6300,1267367,2175059,2676813,890920,55.6,9.8,12020,2.82,37.25,14.22,31.79,26.02,81.09,0.32,,76.1,,50.1,0.43,39,58,7.550916485,,6010244.818,5510309080,270.4028802,12801,916.8194053,4.856481166,3.043048839,1.052726124,0.001935538,0.031255215
Nanjing,52,5,China,,,39,20,1.16,18.8,224.3,0.16814093,1.896551724,112.3354232,12,0,0,0,0,0,0,0,0,0,0,0,38,64,67,,,,6380000,1334,4800,1483014,1684937,2067299,763099,55.6,9.8,18996,2.67,,,,,,0.32,,76.1,,50.1,0.43,39,58,7.550916485,,19129441.87,1481502553,484.0078403,22551,77.44619855,5.004452291,3.042488677,1.071681795,0.001579924,0.052632595
Harbin,53,6,China,,,,,1.16,18.8,17.5,0.030701754,0.366225839,11.13936928,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,4915000,570,8600,1495233,1608738,1974741,739035,55.6,9.8,12865,3.6,,,,,,0.32,,76.1,,50.1,0.43,35,58,5.6,,2343580.915,2645849183,320.8187426,4244,1128.977099,5.071864111,3.194686411,1.054612971,0.000515243,0.041749199
Shenyang,54,6,China,,,,,1.16,18.8,55.1,0.054554455,0.693548387,44.83870968,7,0,0,0,0,0,0,0,0,0,0,0,39,60,73,,,,6200000,1010,6100,911803,906290,1303408,658315,55.6,9.8,14105,3.03,,,,,,0.32,,76.1,,50.1,0.43,35,58,10.5,,2952695.658,3120790285,357.7290596,4785,1056.929208,5.17282756,3.221211535,1.037638583,0.0000748,0.0409635
Hangzhou,55,6,China,,,,,1.16,18.8,81.5,0.064223798,0.749506903,19.98685076,5,55.4,0.043656422,0.657462196,1.367521368,10.25641026,12,2965,38.98750822,78000,1025.641026,2,43,61,64,,,,7605000,1269,6000,1683555,2029497,2484939,775867,55.6,9.8,18153,1.85,,,,,,0.32,,76.1,,50.1,0.43,38,58,7.550916485,,5089614.456,4645949844,303.0434329,9520,912.8294264,4.724327397,3.194297082,1.047080078,0.001764588,0.04331645
Xi’an,56,6,China,11.88,36.26,37.6,16.6,1.16,18.8,90,0.096566524,1.073170732,50.40650407,6,0,0,0,0,0,0,900,14.63414634,20000,325.203252,7,,,,,,,6150000,932,6600,1533298,1155513,1456948,626279,55.6,9.8,10812,3.4,,,,,,0.35,,76.1,,50.1,0.43,36,58,6.8,,4964502.881,4735599258,293.7054299,9822,953.8919346,4.952448419,3.005224475,1.051722467,0.00139465,0.029375134
Zhengzhou,57,6,China,,,,,1.16,18.8,45.39,0.035050193,0.625543006,15.30842745,4,30.5,0.023552124,0.660295395,5.039096438,33.8835795,9,0,0,0,0,0,,,,,,,5755000,1295,4400,1303147,1358923,1656555,565662,55.6,9.8,12524,2.2,,,,,,0.32,,76.1,,50.1,0.43,34,58,7.550916485,,4048527.709,3884645191,351.984673,6503,959.5204652,4.635958395,3.124679184,1.039352085,0.000932401,0.028940791
Qingdao,58,6,China,,,,,1.16,18.8,12,0.007532957,0.167504188,14.3718593,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,5970000,1593,3700,1326487,1021350,1255107,507060,55.6,9.8,16506,2.98,,,,,,0.32,,76.1,,50.1,0.43,36,58,7.3,,1887656.194,1841229176,257.7708854,4219,975.4049395,5.164075993,3.180051813,1.051107218,0.000585284,0.024796311
Changchun,59,6,China,20,33,10,27,1.16,18.8,50.63,0.095348399,1.426491994,14.87627365,6,0,0,0,0,0,0,0,0,0,0,0,36,64,72,,,,3435000,531,6500,537847,867648,1094713,480751,55.6,9.8,11655,3.63,,,,,,0.32,,76.1,,50.1,0.43,35,58,7.550916485,,16653392.87,364526180.9,441.5237518,21048,21.88900386,4.727123542,2.69373194,1.062475918,0.000301873,0.059915538
Jinan,60,6,China,,,,,1.16,18.8,0,0,0,0,0,84,0.106329114,2.596401028,5.01285347,16.96658098,10,0,0,0,0,0,,,,,,,3890000,790,4900,668640,989566,1239395,496999,55.6,9.8,13859,2.4,,,,,,0.32,,76.1,,50.1,0.43,33,58,7.550916485,,1970190.1,1935564099,359.852073,3181,982.425046,4.72152253,3.086481948,1.057626193,0.002252519,0.050299396
Taiyuan,61,6,China,,,,,1.16,18.8,0,0,0,0,0,0,0,0,0,0,0,1262,33.43046358,41000,1086.092715,2,,,,,,,3775000,583,6500,866058,889402,1127429,467567,55.6,9.8,10216,3.35,,,,,,0.32,,76.1,,50.1,0.43,33,58,7.550916485,,2190822.614,2186834837,384.5572431,3308,998.1797809,4.152556127,3.099810657,1.064372542,0.000260552,0.058434179
Kunming,62,6,China,22.1,25.2,55.3,27.5,1.16,18.8,40.1,0.056320225,0.375335121,16.43967828,5,47,0.066011236,1.689008043,4.18230563,12.54691689,19,0,0,0,0,0,,,,,,,3730000,712,5200,1500417,787478,982908,449575,55.6,9.8,13418,2.67,,,,,,0.32,,76.1,,50.1,0.43,33,58,7.550916485,,3075947.359,2678081251,318.3221938,5608,870.6524977,4.479878971,2.93419062,1.09850422,0.001823585,0.080644292
